customer_id,recency,frequency,monetary,Segment
CS7496,21/02/15,12,518,Silver-P2
CS7497,09/03/15,14,710,Gold-P1
CS7498,19/01/15,15,632,Gold-P1
CS7499,30/01/15,18,791,Gold-P1
CS7500,03/10/14,13,543,Silver-P2
CS7501,09/02/15,17,665,Gold-P1
CS7502,11/03/15,18,813,Gold-P1
CS7503,15/03/15,15,677,Gold-P1
CS7504,18/09/14,8,417,Silver-P2
CS7505,23/01/15,15,699,Gold-P1
CS7506,30/12/14,10,415,Silver-P2
CS7507,25/02/15,13,557,Silver-P2
CS7508,20/08/14,18,809,Gold-P1
CS7509,21/10/14,10,456,Silver-P2
CS7510,22/11/14,16,623,Gold-P1
CS7511,25/01/15,10,540,Silver-P2
CS7512,22/05/14,14,615,Gold-P1
CS7513,30/11/14,15,622,Gold-P1
CS7514,12/09/14,10,484,Silver-P2
CS7515,02/03/15,15,760,Gold-P1
CS7516,24/09/14,13,594,Silver-P2
CS7517,21/12/14,11,374,Silver-P2
CS7518,12/11/14,16,747,Gold-P1
CS7519,05/03/15,10,558,Silver-P2
CS7520,13/03/15,13,661,Gold-P1
CS7521,03/09/14,6,197,Silver-P2
CS7522,10/12/14,10,434,Silver-P2
CS7523,03/03/14,10,500,Silver-P2
CS7524,19/07/14,8,311,Silver-P2
CS7525,17/02/15,14,566,Silver-P2
CS7526,15/01/15,14,594,Silver-P2
CS7527,03/03/15,13,581,Silver-P2
CS7528,02/03/15,14,586,Silver-P2
CS7529,05/01/15,10,492,Silver-P2
CS7530,08/07/14,8,358,Silver-P2
CS7531,19/09/14,11,482,Silver-P2
CS7532,06/06/14,12,544,Silver-P2
CS7533,01/02/15,19,813,Gold-P1
CS7534,23/11/14,11,454,Silver-P2
CS7535,23/12/14,15,825,Gold-P1
CS7536,28/09/14,8,350,Silver-P2
CS7537,11/03/15,15,688,Gold-P1
CS7538,08/10/14,16,735,Gold-P1
CS7539,19/02/15,12,528,Silver-P2
CS7540,09/12/14,12,617,Gold-P1
CS7541,26/10/14,20,900,Gold-P1
CS7542,22/02/14,20,828,Gold-P1
CS7543,15/03/15,6,251,Silver-P2
CS7544,22/01/15,18,734,Gold-P1
CS7545,22/02/15,19,876,Gold-P1
CS7546,29/08/14,17,818,Gold-P1
CS7547,19/02/15,13,662,Gold-P1
CS7548,27/02/15,17,784,Gold-P1
CS7549,19/02/15,10,416,Silver-P2
CS7550,15/12/14,12,530,Silver-P2
CS7551,29/06/14,10,433,Silver-P2
CS7552,14/02/15,15,810,Gold-P1
CS7553,10/09/14,12,409,Silver-P2
CS7554,22/01/14,16,688,Gold-P1
CS7555,13/01/15,18,736,Gold-P1
CS7556,22/02/15,6,202,Silver-P2
CS7557,14/01/15,15,573,Silver-P2
CS7558,14/12/14,18,701,Gold-P1
CS7559,10/03/15,14,565,Silver-P2
CS7560,05/10/14,11,459,Silver-P2
CS7561,20/10/14,10,500,Silver-P2
CS7562,16/09/13,8,401,Silver-P2
CS7563,05/02/14,13,580,Silver-P2
CS7564,26/02/15,9,444,Silver-P2
CS7565,16/11/14,9,544,Silver-P2
CS7566,07/09/14,17,758,Gold-P1
CS7567,23/02/15,12,492,Silver-P2
CS7568,11/02/15,16,684,Gold-P1
CS7569,20/12/14,9,478,Silver-P2
CS7570,04/12/14,16,754,Gold-P1
CS7571,01/12/14,10,490,Silver-P2
CS7572,10/02/15,8,269,Silver-P2
CS7573,01/01/15,15,712,Gold-P1
CS7574,09/03/15,12,594,Silver-P2
CS7575,18/01/15,19,848,Gold-P1
CS7576,13/12/14,9,369,Silver-P2
CS7577,25/02/15,15,622,Gold-P1
CS7578,18/12/14,12,440,Silver-P2
CS7579,18/02/15,16,634,Gold-P1
CS7580,07/09/14,26,1145,Premium-P0
CS7581,07/02/15,21,977,Gold-P1
CS7582,26/02/15,15,616,Gold-P1
CS7583,15/02/15,17,848,Gold-P1
CS7584,02/03/15,15,799,Gold-P1
CS7585,13/12/14,12,578,Silver-P2
CS7586,20/08/14,13,544,Silver-P2
CS7587,07/02/15,21,997,Gold-P1
CS7588,07/03/15,17,640,Gold-P1
CS7589,01/03/15,10,283,Silver-P2
CS7590,13/10/14,13,541,Silver-P2
CS7591,13/10/14,14,759,Gold-P1
CS7592,10/02/15,12,522,Silver-P2
CS7593,20/02/15,12,492,Silver-P2
CS7594,25/12/14,9,409,Silver-P2
CS7595,22/02/14,7,333,Silver-P2
CS7596,08/07/14,8,358,Silver-P2
CS7597,09/01/15,13,653,Gold-P1
CS7598,21/10/14,14,693,Gold-P1
CS7599,18/01/15,7,370,Silver-P2
CS7600,25/12/14,16,667,Gold-P1
CS7601,27/12/14,18,794,Gold-P1
CS7602,18/02/15,11,513,Silver-P2
CS7603,11/11/14,12,579,Silver-P2
CS7604,01/03/15,17,790,Gold-P1
CS7605,28/02/15,21,969,Gold-P1
CS7606,11/11/13,7,332,Silver-P2
CS7607,14/01/15,13,643,Gold-P1
CS7608,26/01/15,10,452,Silver-P2
CS7609,30/10/14,16,805,Gold-P1
CS7610,12/02/15,12,475,Silver-P2
CS7611,08/06/14,16,710,Gold-P1
CS7612,25/02/15,18,840,Gold-P1
CS7613,09/11/14,15,779,Gold-P1
CS7614,01/02/15,16,739,Gold-P1
CS7615,13/03/15,10,481,Silver-P2
CS7616,06/03/15,14,660,Gold-P1
CS7617,02/12/14,17,869,Gold-P1
CS7618,03/06/14,8,454,Silver-P2
CS7619,05/03/15,14,486,Silver-P2
CS7620,13/09/13,10,439,Silver-P2
CS7621,23/02/15,19,971,Gold-P1
CS7622,16/03/15,11,558,Silver-P2
CS7623,28/02/15,17,723,Gold-P1
CS7624,05/02/15,21,802,Gold-P1
CS7625,11/03/15,10,470,Silver-P2
CS7626,14/01/15,8,275,Silver-P2
CS7627,29/12/14,6,195,Silver-P2
CS7628,19/02/15,13,503,Silver-P2
CS7629,13/03/15,14,566,Silver-P2
CS7630,29/01/15,13,603,Gold-P1
CS7631,23/11/14,10,518,Silver-P2
CS7632,26/02/15,11,534,Silver-P2
CS7633,26/02/15,20,973,Gold-P1
CS7634,02/03/15,10,549,Silver-P2
CS7635,10/12/14,18,806,Gold-P1
CS7636,07/01/15,11,311,Silver-P2
CS7637,22/02/15,15,705,Gold-P1
CS7639,02/02/15,16,741,Gold-P1
CS7640,15/01/15,13,552,Silver-P2
CS7641,08/03/15,14,622,Gold-P1
CS7642,10/02/15,14,573,Silver-P2
CS7643,22/02/15,16,867,Gold-P1
CS7644,20/07/14,12,471,Silver-P2
CS7645,09/07/14,15,615,Gold-P1
CS7646,29/06/13,9,371,Silver-P2
CS7647,20/08/14,14,526,Silver-P2
CS7648,20/11/14,15,763,Gold-P1
CS7649,27/01/15,12,626,Gold-P1
CS7650,15/07/14,13,771,Gold-P1
CS7651,02/12/14,7,265,Silver-P2
CS7652,02/12/14,15,543,Silver-P2
CS7653,12/09/14,15,682,Gold-P1
CS7654,16/12/14,15,710,Gold-P1
CS7655,16/02/15,9,423,Silver-P2
CS7656,21/01/15,10,491,Silver-P2
CS7657,11/11/14,13,577,Silver-P2
CS7658,15/02/15,15,627,Gold-P1
CS7659,01/02/15,9,323,Silver-P2
CS7660,24/02/15,18,918,Gold-P1
CS7661,17/02/15,18,788,Gold-P1
CS7662,22/02/15,12,569,Silver-P2
CS7663,29/11/14,18,881,Gold-P1
CS7664,03/03/15,21,896,Gold-P1
CS7665,12/10/14,10,442,Silver-P2
CS7666,25/01/15,11,514,Silver-P2
CS7667,02/01/15,15,636,Gold-P1
CS7668,26/01/15,10,314,Silver-P2
CS7669,01/03/15,12,595,Silver-P2
CS7670,07/05/13,9,352,Silver-P2
CS7671,22/12/14,14,644,Gold-P1
CS7672,05/11/14,9,517,Silver-P2
CS7673,07/12/14,17,815,Gold-P1
CS7674,21/01/15,14,572,Silver-P2
CS7675,04/01/15,17,751,Gold-P1
CS7676,26/09/14,21,813,Gold-P1
CS7677,13/11/14,14,417,Silver-P2
CS7678,31/12/14,15,601,Gold-P1
CS7679,09/03/15,18,853,Gold-P1
CS7680,27/01/15,12,412,Silver-P2
CS7681,23/11/14,15,721,Gold-P1
CS7682,23/09/14,10,469,Silver-P2
CS7683,02/03/15,12,537,Silver-P2
CS7684,04/11/14,10,475,Silver-P2
CS7685,06/06/14,12,531,Silver-P2
CS7686,21/12/14,11,391,Silver-P2
CS7687,20/02/15,13,511,Silver-P2
CS7688,31/07/14,12,448,Silver-P2
CS7689,01/01/15,11,401,Silver-P2
CS7690,07/10/14,8,373,Silver-P2
CS7691,14/12/14,11,497,Silver-P2
CS7692,15/03/15,16,650,Gold-P1
CS7693,28/10/14,10,347,Silver-P2
CS7694,10/01/15,12,576,Silver-P2
CS7695,04/11/14,19,844,Gold-P1
CS7696,07/10/14,12,593,Silver-P2
CS7697,29/11/14,8,420,Silver-P2
CS7698,11/03/15,15,622,Gold-P1
CS7699,28/02/15,10,374,Silver-P2
CS7700,29/05/14,13,564,Silver-P2
CS7701,19/09/14,16,690,Gold-P1
CS7702,18/02/15,14,517,Silver-P2
CS7703,06/01/15,11,422,Silver-P2
CS7704,15/10/14,13,509,Silver-P2
CS7705,28/12/14,12,448,Silver-P2
CS7706,16/11/14,10,518,Silver-P2
CS7707,29/11/14,14,652,Gold-P1
CS7708,15/10/14,16,626,Gold-P1
CS7709,08/10/14,16,629,Gold-P1
CS7710,26/01/14,16,718,Gold-P1
CS7711,21/12/14,13,467,Silver-P2
CS7712,07/11/14,12,453,Silver-P2
CS7713,27/12/14,14,626,Gold-P1
CS7714,16/03/15,11,526,Silver-P2
CS7715,28/01/15,12,590,Silver-P2
CS7716,29/03/14,4,221,Silver-P2
CS7717,26/01/15,8,489,Silver-P2
CS7718,29/12/14,12,495,Silver-P2
CS7719,03/04/14,13,657,Gold-P1
CS7720,16/03/15,10,540,Silver-P2
CS7721,31/01/15,18,919,Gold-P1
CS7722,23/01/15,11,512,Silver-P2
CS7723,09/02/15,10,505,Silver-P2
CS7724,15/02/15,11,419,Silver-P2
CS7725,15/01/15,17,707,Gold-P1
CS7726,25/01/15,18,740,Gold-P1
CS7727,05/03/15,16,683,Gold-P1
CS7728,06/11/14,15,582,Silver-P2
CS7729,03/03/15,17,848,Gold-P1
CS7730,05/11/14,14,624,Gold-P1
CS7731,02/03/15,10,463,Silver-P2
CS7732,25/04/14,9,476,Silver-P2
CS7733,06/11/14,16,570,Silver-P2
CS7734,07/09/14,11,570,Silver-P2
CS7735,03/03/15,12,524,Silver-P2
CS7736,06/11/14,11,535,Silver-P2
CS7737,29/11/14,16,749,Gold-P1
CS7738,09/02/15,13,437,Silver-P2
CS7739,27/01/15,13,598,Silver-P2
CS7740,05/02/15,19,800,Gold-P1
CS7741,20/10/14,13,575,Silver-P2
CS7742,05/01/15,14,660,Gold-P1
CS7743,29/07/14,10,443,Silver-P2
CS7744,03/03/15,9,476,Silver-P2
CS7745,20/02/15,16,601,Gold-P1
CS7746,10/06/14,17,872,Gold-P1
CS7747,13/12/14,12,541,Silver-P2
CS7748,14/03/15,17,853,Gold-P1
CS7749,27/02/15,15,716,Gold-P1
CS7750,25/12/14,18,939,Gold-P1
CS7751,26/01/15,16,822,Gold-P1
CS7752,27/02/15,18,688,Gold-P1
CS7753,20/12/14,12,467,Silver-P2
CS7754,28/12/14,10,447,Silver-P2
CS7755,20/12/14,13,660,Gold-P1
CS7756,06/06/14,11,642,Gold-P1
CS7757,26/12/14,22,1081,Silver-P2
CS7758,10/01/15,15,680,Gold-P1
CS7759,29/11/14,16,770,Gold-P1
CS7760,13/01/15,13,503,Silver-P2
CS7761,20/03/14,10,396,Silver-P2
CS7762,14/12/14,9,367,Silver-P2
CS7763,16/02/15,16,622,Gold-P1
CS7764,09/02/15,12,528,Silver-P2
CS7765,22/12/14,10,410,Silver-P2
CS7766,16/11/14,16,746,Gold-P1
CS7767,08/12/14,16,696,Gold-P1
CS7768,03/12/14,17,660,Gold-P1
CS7769,17/09/14,14,618,Gold-P1
CS7770,19/11/14,17,732,Gold-P1
CS7771,31/10/14,13,531,Silver-P2
CS7772,22/01/15,11,501,Silver-P2
CS7773,05/09/14,18,799,Gold-P1
CS7774,12/03/15,20,755,Gold-P1
CS7775,30/06/14,9,396,Silver-P2
CS7776,03/05/14,19,894,Gold-P1
CS7777,27/10/14,9,421,Silver-P2
CS7778,13/02/15,12,514,Silver-P2
CS7779,02/01/14,11,496,Silver-P2
CS7780,03/02/15,10,473,Silver-P2
CS7781,08/09/14,18,726,Gold-P1
CS7782,30/12/14,12,654,Gold-P1
CS7783,22/11/14,11,630,Gold-P1
CS7784,17/11/14,10,453,Silver-P2
CS7785,26/02/15,19,866,Gold-P1
CS7786,07/10/14,18,781,Gold-P1
CS7787,21/11/14,12,766,Gold-P1
CS7788,08/10/14,16,611,Gold-P1
CS7789,01/03/15,12,553,Silver-P2
CS7790,17/08/14,13,413,Silver-P2
CS7791,16/03/15,12,562,Silver-P2
CS7792,03/01/15,11,491,Silver-P2
CS7793,21/02/15,12,454,Silver-P2
CS7794,16/03/15,15,535,Silver-P2
CS7795,02/09/14,11,393,Silver-P2
CS7796,31/01/15,14,557,Silver-P2
CS7797,22/06/14,14,731,Gold-P1
CS7798,27/04/14,12,439,Silver-P2
CS7799,03/02/15,11,483,Silver-P2
CS7800,21/09/14,11,491,Silver-P2
CS7801,24/11/14,11,546,Silver-P2
CS7802,24/02/15,20,855,Gold-P1
CS7803,29/09/14,11,624,Gold-P1
CS7804,05/02/15,16,737,Gold-P1
CS7805,20/02/15,21,903,Gold-P1
CS7806,25/11/14,11,443,Silver-P2
CS7807,24/01/15,21,1017,Silver-P2
CS7808,16/12/14,10,437,Silver-P2
CS7809,16/02/15,14,563,Silver-P2
CS7810,02/02/15,10,462,Silver-P2
CS7811,28/02/15,13,578,Silver-P2
CS7812,23/02/15,19,815,Gold-P1
CS7813,21/11/14,17,707,Gold-P1
CS7814,30/10/14,14,787,Gold-P1
CS7815,05/02/15,8,366,Silver-P2
CS7816,09/02/15,13,510,Silver-P2
CS7817,28/12/14,14,711,Gold-P1
CS7818,25/02/15,13,375,Silver-P2
CS7819,07/02/15,20,824,Gold-P1
CS7820,31/01/15,18,783,Gold-P1
CS7821,01/08/14,9,497,Silver-P2
CS7822,08/07/14,5,277,Silver-P2
CS7823,04/02/15,13,600,Silver-P2
CS7824,08/03/15,10,412,Silver-P2
CS7825,03/03/15,18,1016,Silver-P2
CS7826,03/01/15,10,445,Silver-P2
CS7827,04/03/15,14,517,Silver-P2
CS7828,28/09/14,11,590,Silver-P2
CS7829,30/11/14,12,565,Silver-P2
CS7830,08/12/14,8,406,Silver-P2
CS7831,02/03/15,22,981,Gold-P1
CS7832,03/12/14,20,905,Gold-P1
CS7833,08/01/15,8,325,Silver-P2
CS7834,04/11/13,8,362,Silver-P2
CS7835,03/02/15,15,622,Gold-P1
CS7836,26/06/14,17,927,Gold-P1
CS7837,02/02/15,16,940,Gold-P1
CS7838,06/03/15,15,580,Silver-P2
CS7839,02/04/14,11,492,Silver-P2
CS7840,04/02/15,10,528,Silver-P2
CS7841,03/03/15,10,412,Silver-P2
CS7842,20/02/15,12,565,Silver-P2
CS7843,19/01/15,11,497,Silver-P2
CS7844,26/02/15,14,603,Gold-P1
CS7845,20/07/14,9,422,Silver-P2
CS7846,30/09/14,21,924,Gold-P1
CS7847,25/01/15,17,725,Gold-P1
CS7848,10/10/14,11,431,Silver-P2
CS7849,07/03/15,8,349,Silver-P2
CS7850,09/03/15,18,665,Gold-P1
CS7851,14/02/15,13,708,Gold-P1
CS7852,04/12/14,9,422,Silver-P2
CS7853,11/01/15,12,559,Silver-P2
CS7854,23/07/14,15,534,Silver-P2
CS7855,10/02/14,11,542,Silver-P2
CS7856,28/02/15,5,257,Silver-P2
CS7857,09/03/15,22,996,Gold-P1
CS7858,16/11/14,18,976,Gold-P1
CS7859,11/12/14,13,728,Gold-P1
CS7860,22/12/14,9,406,Silver-P2
CS7861,10/10/14,14,613,Gold-P1
CS7862,29/12/14,16,641,Gold-P1
CS7863,24/01/15,12,444,Silver-P2
CS7864,25/02/15,11,445,Silver-P2
CS7865,10/12/14,24,1069,Silver-P2
CS7866,23/11/14,20,977,Gold-P1
CS7867,09/01/15,17,762,Gold-P1
CS7868,09/01/15,12,486,Silver-P2
CS7869,05/02/15,9,370,Silver-P2
CS7870,01/02/15,13,606,Gold-P1
CS7871,08/05/14,10,451,Silver-P2
CS7872,23/02/15,12,579,Silver-P2
CS7873,20/01/15,14,662,Gold-P1
CS7874,02/03/15,12,534,Silver-P2
CS7875,19/02/15,14,627,Gold-P1
CS7876,18/02/15,11,612,Gold-P1
CS7877,02/12/14,14,629,Gold-P1
CS7878,12/11/14,16,717,Gold-P1
CS7879,23/01/15,14,643,Gold-P1
CS7880,13/10/14,10,457,Silver-P2
CS7881,09/10/14,7,274,Silver-P2
CS7882,23/09/14,5,228,Silver-P2
CS7883,12/10/14,9,406,Silver-P2
CS7884,08/02/15,8,328,Silver-P2
CS7885,14/03/15,14,630,Gold-P1
CS7886,16/04/14,14,566,Silver-P2
CS7887,12/01/15,15,616,Gold-P1
CS7888,06/04/14,17,777,Gold-P1
CS7889,27/02/15,5,198,Silver-P2
CS7890,03/03/15,18,838,Gold-P1
CS7891,27/11/13,6,188,Silver-P2
CS7892,30/01/15,11,599,Silver-P2
CS7893,24/12/14,11,494,Silver-P2
CS7894,03/03/15,15,594,Silver-P2
CS7895,06/11/14,13,533,Silver-P2
CS7896,27/07/14,6,259,Silver-P2
CS7897,15/09/14,12,544,Silver-P2
CS7898,16/12/14,12,603,Gold-P1
CS7899,20/02/15,6,310,Silver-P2
CS7900,19/11/14,16,745,Gold-P1
CS7901,01/10/14,14,557,Silver-P2
CS7902,13/02/15,10,462,Silver-P2
CS7903,10/03/15,18,899,Gold-P1
CS7904,14/11/14,13,483,Silver-P2
CS7905,02/03/15,20,821,Gold-P1
CS7906,12/02/15,17,577,Silver-P2
CS7907,14/01/15,14,633,Gold-P1
CS7908,01/12/14,18,727,Gold-P1
CS7909,03/03/15,14,738,Gold-P1
CS7910,01/01/15,11,518,Silver-P2
CS7911,05/03/15,16,694,Gold-P1
CS7912,11/11/14,17,702,Gold-P1
CS7913,07/04/14,8,369,Silver-P2
CS7914,20/12/14,11,526,Silver-P2
CS7915,15/09/14,5,232,Silver-P2
CS7916,08/03/15,18,832,Gold-P1
CS7917,23/11/14,10,333,Silver-P2
CS7918,17/12/13,8,248,Silver-P2
CS7919,01/01/14,14,620,Gold-P1
CS7920,23/12/14,17,729,Gold-P1
CS7921,24/01/15,16,687,Gold-P1
CS7922,24/01/15,12,665,Gold-P1
CS7923,18/12/14,22,1028,Silver-P2
CS7924,14/02/15,19,850,Gold-P1
CS7925,01/11/14,19,891,Gold-P1
CS7926,19/10/14,11,417,Silver-P2
CS7927,25/11/14,12,548,Silver-P2
CS7928,09/03/15,9,408,Silver-P2
CS7929,29/11/14,12,493,Silver-P2
CS7930,10/12/14,16,713,Gold-P1
CS7931,01/07/14,10,391,Silver-P2
CS7932,24/10/14,15,657,Gold-P1
CS7933,30/01/15,16,763,Gold-P1
CS7934,23/01/15,9,327,Silver-P2
CS7935,31/01/15,15,623,Gold-P1
CS7936,24/12/14,10,364,Silver-P2
CS7937,29/11/14,13,473,Silver-P2
CS7938,21/02/15,19,670,Gold-P1
CS7939,02/04/14,11,498,Silver-P2
CS7940,07/07/14,17,793,Gold-P1
CS7941,02/03/15,9,342,Silver-P2
CS7942,17/12/14,14,544,Silver-P2
CS7943,10/03/15,15,731,Gold-P1
CS7944,27/02/15,15,820,Gold-P1
CS7945,14/12/14,17,796,Gold-P1
CS7946,13/12/14,13,614,Gold-P1
CS7947,18/12/14,13,598,Silver-P2
CS7948,05/08/14,12,488,Silver-P2
CS7949,19/12/14,17,837,Gold-P1
CS7950,15/03/15,17,824,Gold-P1
CS7951,02/07/14,11,488,Silver-P2
CS7952,10/12/14,11,531,Silver-P2
CS7953,07/03/15,15,692,Gold-P1
CS7954,11/03/15,14,694,Gold-P1
CS7955,03/02/15,12,580,Silver-P2
CS7956,18/06/14,9,332,Silver-P2
CS7957,07/01/15,13,472,Silver-P2
CS7958,29/11/14,12,522,Silver-P2
CS7959,15/11/14,20,860,Gold-P1
CS7960,06/03/15,13,661,Gold-P1
CS7961,24/10/14,11,553,Silver-P2
CS7962,13/07/14,10,473,Silver-P2
CS7963,09/03/15,16,662,Gold-P1
CS7964,11/02/15,15,768,Gold-P1
CS7965,10/10/14,11,529,Silver-P2
CS7966,14/01/15,8,450,Silver-P2
CS7967,05/02/15,14,683,Gold-P1
CS7968,04/03/15,11,502,Silver-P2
CS7969,04/02/15,21,891,Gold-P1
CS7970,12/03/15,10,547,Silver-P2
CS7971,05/02/15,9,498,Silver-P2
CS7972,15/04/14,11,438,Silver-P2
CS7973,08/11/14,8,239,Silver-P2
CS7974,19/09/14,15,641,Gold-P1
CS7975,30/06/14,17,689,Gold-P1
CS7976,15/03/15,8,370,Silver-P2
CS7977,26/02/15,12,469,Silver-P2
CS7978,29/11/14,17,734,Gold-P1
CS7979,12/11/14,12,629,Gold-P1
CS7980,27/02/15,14,592,Silver-P2
CS7981,04/03/15,11,488,Silver-P2
CS7982,20/02/15,24,1121,Silver-P2
CS7983,23/07/14,12,597,Silver-P2
CS7984,13/05/14,8,295,Silver-P2
CS7985,20/01/15,11,396,Silver-P2
CS7986,15/02/15,14,689,Gold-P1
CS7987,10/02/15,15,646,Gold-P1
CS7988,30/12/13,11,382,Silver-P2
CS7989,23/11/14,15,650,Gold-P1
CS7990,22/01/15,15,704,Gold-P1
CS7991,15/03/15,16,644,Gold-P1
CS7992,13/02/15,12,486,Silver-P2
CS7993,15/07/14,11,425,Silver-P2
CS7994,09/11/14,11,613,Gold-P1
CS7995,10/08/14,16,730,Gold-P1
CS7996,13/12/14,19,851,Gold-P1
CS7997,01/11/14,14,669,Gold-P1
CS7998,23/02/15,16,637,Gold-P1
CS7999,29/05/14,8,443,Silver-P2
CS8000,07/01/15,13,576,Silver-P2
CS8001,11/11/14,12,588,Silver-P2
CS8002,23/01/15,8,363,Silver-P2
CS8003,04/01/15,14,625,Gold-P1
CS8004,01/02/15,12,610,Gold-P1
CS8005,15/02/15,16,800,Gold-P1
CS8006,22/11/14,11,466,Silver-P2
CS8007,22/01/15,10,440,Silver-P2
CS8008,05/03/15,13,631,Gold-P1
CS8009,15/09/14,9,343,Silver-P2
CS8010,27/11/14,15,687,Gold-P1
CS8011,06/06/13,10,449,Silver-P2
CS8012,27/11/14,6,196,Silver-P2
CS8013,20/01/15,13,591,Silver-P2
CS8014,03/03/15,9,350,Silver-P2
CS8015,30/06/14,12,522,Silver-P2
CS8016,11/12/14,18,865,Gold-P1
CS8017,28/09/14,15,530,Silver-P2
CS8018,11/02/15,10,408,Silver-P2
CS8019,03/03/15,15,600,Silver-P2
CS8020,17/08/14,11,408,Silver-P2
CS8021,20/06/14,11,576,Silver-P2
CS8022,15/02/15,17,833,Gold-P1
CS8023,21/01/15,10,443,Silver-P2
CS8024,25/09/14,14,685,Gold-P1
CS8025,01/05/14,12,428,Silver-P2
CS8026,19/02/15,17,600,Silver-P2
CS8027,13/03/15,17,816,Gold-P1
CS8028,14/10/14,7,284,Silver-P2
CS8029,20/10/14,12,520,Silver-P2
CS8030,20/02/15,19,860,Gold-P1
CS8031,07/02/15,16,725,Gold-P1
CS8032,24/10/14,11,452,Silver-P2
CS8033,18/11/13,5,255,Silver-P2
CS8034,18/08/14,12,535,Silver-P2
CS8035,21/12/14,15,729,Gold-P1
CS8036,01/02/15,19,922,Gold-P1
CS8037,27/01/14,16,777,Gold-P1
CS8038,26/01/15,10,504,Silver-P2
CS8039,06/02/15,10,540,Silver-P2
CS8040,06/12/14,11,356,Silver-P2
CS8041,12/08/14,15,805,Gold-P1
CS8042,21/01/15,16,675,Gold-P1
CS8043,06/01/15,11,472,Silver-P2
CS8044,01/02/15,13,501,Silver-P2
CS8045,14/11/14,15,721,Gold-P1
CS8046,09/03/15,11,537,Silver-P2
CS8047,20/01/15,18,933,Gold-P1
CS8048,24/02/15,12,619,Gold-P1
CS8049,12/11/14,13,701,Gold-P1
CS8050,25/12/14,13,614,Gold-P1
CS8051,23/07/14,12,451,Silver-P2
CS8052,26/04/14,14,564,Silver-P2
CS8053,04/03/15,12,463,Silver-P2
CS8054,30/01/15,8,327,Silver-P2
CS8055,21/01/15,20,962,Gold-P1
CS8056,22/01/15,15,512,Silver-P2
CS8057,23/02/15,12,602,Gold-P1
CS8058,05/03/15,17,753,Gold-P1
CS8059,23/11/14,18,802,Gold-P1
CS8060,21/11/14,13,535,Silver-P2
CS8061,13/03/15,20,801,Gold-P1
CS8062,08/04/14,9,466,Silver-P2
CS8063,17/11/14,13,579,Silver-P2
CS8064,05/11/14,14,607,Gold-P1
CS8065,07/03/15,11,482,Silver-P2
CS8066,23/10/14,13,545,Silver-P2
CS8067,05/03/14,16,699,Gold-P1
CS8068,23/01/15,6,258,Silver-P2
CS8069,02/12/14,15,792,Gold-P1
CS8070,17/02/15,11,437,Silver-P2
CS8071,28/10/14,10,439,Silver-P2
CS8072,09/03/15,11,643,Gold-P1
CS8073,09/02/15,16,575,Silver-P2
CS8074,23/02/15,9,384,Silver-P2
CS8075,11/01/15,12,453,Silver-P2
CS8076,16/05/14,9,379,Silver-P2
CS8077,01/03/15,5,164,Silver-P2
CS8078,08/11/14,13,617,Gold-P1
CS8079,19/09/14,15,769,Gold-P1
CS8080,08/01/15,10,474,Silver-P2
CS8081,17/02/15,15,718,Gold-P1
CS8082,24/11/14,12,519,Silver-P2
CS8083,10/01/15,18,628,Gold-P1
CS8084,28/04/14,9,449,Silver-P2
CS8085,24/09/14,21,880,Gold-P1
CS8086,06/03/15,19,811,Gold-P1
CS8087,23/02/15,9,307,Silver-P2
CS8088,10/02/14,8,346,Silver-P2
CS8089,22/01/15,13,549,Silver-P2
CS8090,09/10/14,8,336,Silver-P2
CS8091,06/12/14,16,690,Gold-P1
CS8092,28/01/15,12,648,Gold-P1
CS8093,08/11/14,15,755,Gold-P1
CS8094,12/10/14,10,326,Silver-P2
CS8095,03/03/15,14,595,Silver-P2
CS8096,21/11/14,11,409,Silver-P2
CS8097,22/10/14,8,378,Silver-P2
CS8098,05/01/15,17,767,Gold-P1
CS8099,18/12/14,13,593,Silver-P2
CS8100,10/11/14,13,569,Silver-P2
CS8101,13/01/15,11,539,Silver-P2
CS8102,09/07/14,14,801,Gold-P1
CS8103,09/02/15,11,487,Silver-P2
CS8104,05/02/15,19,915,Gold-P1
CS8105,25/05/14,9,534,Silver-P2
CS8106,18/02/15,9,347,Silver-P2
CS8107,16/03/15,10,441,Silver-P2
CS8108,02/02/15,9,378,Silver-P2
CS8109,09/02/15,16,677,Gold-P1
CS8110,13/11/14,9,479,Silver-P2
CS8111,26/01/15,15,597,Silver-P2
CS8112,09/06/14,13,488,Silver-P2
CS8113,10/03/15,20,911,Gold-P1
CS8114,07/02/15,9,306,Silver-P2
CS8115,05/02/15,15,745,Gold-P1
CS8116,30/01/15,18,754,Gold-P1
CS8117,19/02/15,18,828,Gold-P1
CS8118,06/06/14,8,450,Silver-P2
CS8119,09/01/15,16,681,Gold-P1
CS8120,29/09/14,8,437,Silver-P2
CS8121,13/02/15,12,586,Silver-P2
CS8122,10/11/14,17,636,Gold-P1
CS8123,04/12/14,14,675,Gold-P1
CS8124,30/04/14,13,481,Silver-P2
CS8125,08/11/14,12,552,Silver-P2
CS8126,13/02/15,10,533,Silver-P2
CS8127,05/03/15,22,759,Gold-P1
CS8128,15/01/15,15,763,Gold-P1
CS8129,21/02/15,11,549,Silver-P2
CS8130,20/01/15,16,765,Gold-P1
CS8131,10/03/14,7,316,Silver-P2
